# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov  4 01:22:58 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_facility:  Discovery Facility
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_facility,sy_gaiamag
Kepler-1226 b,Kepler-1226,1,1,0,Transit,Kepler,14.1497000
Kepler-1226 b,Kepler-1226,1,1,0,Transit,Kepler,14.1497000
Kepler-1226 b,Kepler-1226,1,1,0,Transit,Kepler,14.1497000
Kepler-1226 b,Kepler-1226,1,1,0,Transit,Kepler,14.1497000
Kepler-1226 b,Kepler-1226,1,1,0,Transit,Kepler,14.1497000
Kepler-1226 b,Kepler-1226,1,1,0,Transit,Kepler,14.1497000
Kepler-1226 b,Kepler-1226,1,1,0,Transit,Kepler,14.1497000
Kepler-1226 b,Kepler-1226,1,1,0,Transit,Kepler,14.1497000
Kepler-1227 b,Kepler-1227,1,1,0,Transit,Kepler,14.1758000
Kepler-1227 b,Kepler-1227,1,1,0,Transit,Kepler,14.1758000
Kepler-1227 b,Kepler-1227,1,1,0,Transit,Kepler,14.1758000
Kepler-1227 b,Kepler-1227,1,1,0,Transit,Kepler,14.1758000
Kepler-1227 b,Kepler-1227,1,1,0,Transit,Kepler,14.1758000
Kepler-1227 b,Kepler-1227,1,1,0,Transit,Kepler,14.1758000
Kepler-1227 b,Kepler-1227,1,1,0,Transit,Kepler,14.1758000
Kepler-1227 b,Kepler-1227,1,1,0,Transit,Kepler,14.1758000
Kepler-1227 b,Kepler-1227,1,1,0,Transit,Kepler,14.1758000
Kepler-1228 b,Kepler-1228,1,1,0,Transit,Kepler,14.8612000
Kepler-1228 b,Kepler-1228,1,1,0,Transit,Kepler,14.8612000
Kepler-1228 b,Kepler-1228,1,1,0,Transit,Kepler,14.8612000
Kepler-1228 b,Kepler-1228,1,1,0,Transit,Kepler,14.8612000
Kepler-1228 b,Kepler-1228,1,1,0,Transit,Kepler,14.8612000
Kepler-1228 b,Kepler-1228,1,1,0,Transit,Kepler,14.8612000
Kepler-1228 b,Kepler-1228,1,1,0,Transit,Kepler,14.8612000
Kepler-1228 b,Kepler-1228,1,1,0,Transit,Kepler,14.8612000
Kepler-1228 b,Kepler-1228,1,1,0,Transit,Kepler,14.8612000
Kepler-1229 b,Kepler-1229,1,1,0,Transit,Kepler,15.5104000
Kepler-1229 b,Kepler-1229,1,1,0,Transit,Kepler,15.5104000
Kepler-1229 b,Kepler-1229,1,1,0,Transit,Kepler,15.5104000
Kepler-1229 b,Kepler-1229,1,1,0,Transit,Kepler,15.5104000
Kepler-1229 b,Kepler-1229,1,1,0,Transit,Kepler,15.5104000
Kepler-1229 b,Kepler-1229,1,1,0,Transit,Kepler,15.5104000
Kepler-1229 b,Kepler-1229,1,1,0,Transit,Kepler,15.5104000
Kepler-1229 b,Kepler-1229,1,1,0,Transit,Kepler,15.5104000
Kepler-1229 b,Kepler-1229,1,1,0,Transit,Kepler,15.5104000
Kepler-1229 b,Kepler-1229,1,1,0,Transit,Kepler,15.5104000
Kepler-1229 b,Kepler-1229,1,1,0,Transit,Kepler,15.5104000
Kepler-123 b,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 b,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 b,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 b,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 b,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 b,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 b,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 b,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 b,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 b,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 b,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 b,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 c,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 c,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 c,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 c,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 c,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 c,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 c,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 c,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 c,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 c,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 c,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-123 c,Kepler-123,1,2,0,Transit,Kepler,14.0212000
Kepler-1230 b,Kepler-1230,1,1,0,Transit,Kepler,15.2743000
Kepler-1230 b,Kepler-1230,1,1,0,Transit,Kepler,15.2743000
Kepler-1230 b,Kepler-1230,1,1,0,Transit,Kepler,15.2743000
Kepler-1230 b,Kepler-1230,1,1,0,Transit,Kepler,15.2743000
Kepler-1230 b,Kepler-1230,1,1,0,Transit,Kepler,15.2743000
Kepler-1230 b,Kepler-1230,1,1,0,Transit,Kepler,15.2743000
Kepler-1230 b,Kepler-1230,1,1,0,Transit,Kepler,15.2743000
Kepler-1230 b,Kepler-1230,1,1,0,Transit,Kepler,15.2743000
Kepler-1230 b,Kepler-1230,1,1,0,Transit,Kepler,15.2743000
Kepler-1230 b,Kepler-1230,1,1,0,Transit,Kepler,15.2743000
Kepler-1231 b,Kepler-1231,1,1,0,Transit,Kepler,14.7140000
Kepler-1231 b,Kepler-1231,1,1,0,Transit,Kepler,14.7140000
Kepler-1231 b,Kepler-1231,1,1,0,Transit,Kepler,14.7140000
Kepler-1231 b,Kepler-1231,1,1,0,Transit,Kepler,14.7140000
Kepler-1231 b,Kepler-1231,1,1,0,Transit,Kepler,14.7140000
Kepler-1231 b,Kepler-1231,1,1,0,Transit,Kepler,14.7140000
Kepler-1231 b,Kepler-1231,1,1,0,Transit,Kepler,14.7140000
Kepler-1231 b,Kepler-1231,1,1,0,Transit,Kepler,14.7140000
Kepler-1231 b,Kepler-1231,1,1,0,Transit,Kepler,14.7140000
Kepler-1232 b,Kepler-1232,1,1,0,Transit,Kepler,14.7619000
Kepler-1232 b,Kepler-1232,1,1,0,Transit,Kepler,14.7619000
Kepler-1232 b,Kepler-1232,1,1,0,Transit,Kepler,14.7619000
Kepler-1232 b,Kepler-1232,1,1,0,Transit,Kepler,14.7619000
Kepler-1232 b,Kepler-1232,1,1,0,Transit,Kepler,14.7619000
Kepler-1232 b,Kepler-1232,1,1,0,Transit,Kepler,14.7619000
Kepler-1232 b,Kepler-1232,1,1,0,Transit,Kepler,14.7619000
Kepler-1232 b,Kepler-1232,1,1,0,Transit,Kepler,14.7619000
Kepler-1232 b,Kepler-1232,1,1,0,Transit,Kepler,14.7619000
Kepler-1232 b,Kepler-1232,1,1,0,Transit,Kepler,14.7619000
Kepler-1233 b,Kepler-1233,1,1,0,Transit,Kepler,14.6594000
Kepler-1233 b,Kepler-1233,1,1,0,Transit,Kepler,14.6594000
Kepler-1233 b,Kepler-1233,1,1,0,Transit,Kepler,14.6594000
Kepler-1233 b,Kepler-1233,1,1,0,Transit,Kepler,14.6594000
Kepler-1233 b,Kepler-1233,1,1,0,Transit,Kepler,14.6594000
Kepler-1233 b,Kepler-1233,1,1,0,Transit,Kepler,14.6594000
Kepler-1233 b,Kepler-1233,1,1,0,Transit,Kepler,14.6594000
Kepler-1233 b,Kepler-1233,1,1,0,Transit,Kepler,14.6594000
Kepler-1233 b,Kepler-1233,1,1,0,Transit,Kepler,14.6594000
Kepler-1233 b,Kepler-1233,1,1,0,Transit,Kepler,14.6594000
Kepler-1234 b,Kepler-1234,1,1,0,Transit,Kepler,15.8780000
Kepler-1234 b,Kepler-1234,1,1,0,Transit,Kepler,15.8780000
Kepler-1234 b,Kepler-1234,1,1,0,Transit,Kepler,15.8780000
Kepler-1234 b,Kepler-1234,1,1,0,Transit,Kepler,15.8780000
Kepler-1234 b,Kepler-1234,1,1,0,Transit,Kepler,15.8780000
Kepler-1234 b,Kepler-1234,1,1,0,Transit,Kepler,15.8780000
Kepler-1234 b,Kepler-1234,1,1,0,Transit,Kepler,15.8780000
Kepler-1234 b,Kepler-1234,1,1,0,Transit,Kepler,15.8780000
Kepler-1234 b,Kepler-1234,1,1,0,Transit,Kepler,15.8780000
Kepler-1235 b,Kepler-1235,1,1,0,Transit,Kepler,13.8765000
Kepler-1235 b,Kepler-1235,1,1,0,Transit,Kepler,13.8765000
Kepler-1235 b,Kepler-1235,1,1,0,Transit,Kepler,13.8765000
Kepler-1235 b,Kepler-1235,1,1,0,Transit,Kepler,13.8765000
Kepler-1235 b,Kepler-1235,1,1,0,Transit,Kepler,13.8765000
Kepler-1235 b,Kepler-1235,1,1,0,Transit,Kepler,13.8765000
Kepler-1235 b,Kepler-1235,1,1,0,Transit,Kepler,13.8765000
Kepler-1235 b,Kepler-1235,1,1,0,Transit,Kepler,13.8765000
Kepler-1235 b,Kepler-1235,1,1,0,Transit,Kepler,13.8765000
Kepler-1236 b,Kepler-1236,1,1,0,Transit,Kepler,15.9248000
Kepler-1236 b,Kepler-1236,1,1,0,Transit,Kepler,15.9248000
Kepler-1236 b,Kepler-1236,1,1,0,Transit,Kepler,15.9248000
Kepler-1236 b,Kepler-1236,1,1,0,Transit,Kepler,15.9248000
Kepler-1236 b,Kepler-1236,1,1,0,Transit,Kepler,15.9248000
Kepler-1236 b,Kepler-1236,1,1,0,Transit,Kepler,15.9248000
Kepler-1236 b,Kepler-1236,1,1,0,Transit,Kepler,15.9248000
Kepler-1236 b,Kepler-1236,1,1,0,Transit,Kepler,15.9248000
Kepler-1236 b,Kepler-1236,1,1,0,Transit,Kepler,15.9248000
Kepler-1236 b,Kepler-1236,1,1,0,Transit,Kepler,15.9248000
Kepler-1237 b,Kepler-1237,1,1,0,Transit,Kepler,15.7553000
Kepler-1237 b,Kepler-1237,1,1,0,Transit,Kepler,15.7553000
Kepler-1237 b,Kepler-1237,1,1,0,Transit,Kepler,15.7553000
Kepler-1237 b,Kepler-1237,1,1,0,Transit,Kepler,15.7553000
Kepler-1237 b,Kepler-1237,1,1,0,Transit,Kepler,15.7553000
Kepler-1237 b,Kepler-1237,1,1,0,Transit,Kepler,15.7553000
Kepler-1237 b,Kepler-1237,1,1,0,Transit,Kepler,15.7553000
Kepler-1237 b,Kepler-1237,1,1,0,Transit,Kepler,15.7553000
Kepler-1237 b,Kepler-1237,1,1,0,Transit,Kepler,15.7553000
Kepler-1237 b,Kepler-1237,1,1,0,Transit,Kepler,15.7553000
Kepler-1238 b,Kepler-1238,1,1,0,Transit,Kepler,14.7328000
Kepler-1238 b,Kepler-1238,1,1,0,Transit,Kepler,14.7328000
Kepler-1238 b,Kepler-1238,1,1,0,Transit,Kepler,14.7328000
Kepler-1238 b,Kepler-1238,1,1,0,Transit,Kepler,14.7328000
Kepler-1238 b,Kepler-1238,1,1,0,Transit,Kepler,14.7328000
Kepler-1238 b,Kepler-1238,1,1,0,Transit,Kepler,14.7328000
Kepler-1238 b,Kepler-1238,1,1,0,Transit,Kepler,14.7328000
Kepler-1238 b,Kepler-1238,1,1,0,Transit,Kepler,14.7328000
Kepler-1239 b,Kepler-1239,1,1,0,Transit,Kepler,15.3947000
Kepler-1239 b,Kepler-1239,1,1,0,Transit,Kepler,15.3947000
Kepler-1239 b,Kepler-1239,1,1,0,Transit,Kepler,15.3947000
Kepler-1239 b,Kepler-1239,1,1,0,Transit,Kepler,15.3947000
Kepler-1239 b,Kepler-1239,1,1,0,Transit,Kepler,15.3947000
Kepler-1239 b,Kepler-1239,1,1,0,Transit,Kepler,15.3947000
Kepler-1239 b,Kepler-1239,1,1,0,Transit,Kepler,15.3947000
Kepler-1239 b,Kepler-1239,1,1,0,Transit,Kepler,15.3947000
Kepler-124 b,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 b,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 b,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 b,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 b,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 b,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 b,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 b,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 b,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 c,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 c,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 c,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 c,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 c,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 c,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 c,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 c,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 c,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 c,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 c,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 d,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 d,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 d,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 d,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 d,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 d,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 d,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 d,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 d,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 d,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-124 d,Kepler-124,1,3,0,Transit,Kepler,14.1240000
Kepler-1240 b,Kepler-1240,1,1,0,Transit,Kepler,13.9609000
Kepler-1240 b,Kepler-1240,1,1,0,Transit,Kepler,13.9609000
Kepler-1240 b,Kepler-1240,1,1,0,Transit,Kepler,13.9609000
Kepler-1240 b,Kepler-1240,1,1,0,Transit,Kepler,13.9609000
Kepler-1240 b,Kepler-1240,1,1,0,Transit,Kepler,13.9609000
Kepler-1240 b,Kepler-1240,1,1,0,Transit,Kepler,13.9609000
Kepler-1240 b,Kepler-1240,1,1,0,Transit,Kepler,13.9609000
Kepler-1240 b,Kepler-1240,1,1,0,Transit,Kepler,13.9609000
Kepler-1240 b,Kepler-1240,1,1,0,Transit,Kepler,13.9609000
Kepler-1241 b,Kepler-1241,1,1,0,Transit,Kepler,15.6690000
Kepler-1241 b,Kepler-1241,1,1,0,Transit,Kepler,15.6690000
Kepler-1241 b,Kepler-1241,1,1,0,Transit,Kepler,15.6690000
Kepler-1241 b,Kepler-1241,1,1,0,Transit,Kepler,15.6690000
Kepler-1241 b,Kepler-1241,1,1,0,Transit,Kepler,15.6690000
Kepler-1241 b,Kepler-1241,1,1,0,Transit,Kepler,15.6690000
Kepler-1241 b,Kepler-1241,1,1,0,Transit,Kepler,15.6690000
Kepler-1241 b,Kepler-1241,1,1,0,Transit,Kepler,15.6690000
Kepler-1241 b,Kepler-1241,1,1,0,Transit,Kepler,15.6690000
Kepler-1241 b,Kepler-1241,1,1,0,Transit,Kepler,15.6690000
Kepler-1242 b,Kepler-1242,1,1,0,Transit,Kepler,15.4984000
Kepler-1242 b,Kepler-1242,1,1,0,Transit,Kepler,15.4984000
Kepler-1242 b,Kepler-1242,1,1,0,Transit,Kepler,15.4984000
Kepler-1242 b,Kepler-1242,1,1,0,Transit,Kepler,15.4984000
Kepler-1242 b,Kepler-1242,1,1,0,Transit,Kepler,15.4984000
Kepler-1242 b,Kepler-1242,1,1,0,Transit,Kepler,15.4984000
Kepler-1242 b,Kepler-1242,1,1,0,Transit,Kepler,15.4984000
Kepler-1242 b,Kepler-1242,1,1,0,Transit,Kepler,15.4984000
Kepler-1242 b,Kepler-1242,1,1,0,Transit,Kepler,15.4984000
Kepler-1242 b,Kepler-1242,1,1,0,Transit,Kepler,15.4984000
Kepler-1243 b,Kepler-1243,1,1,0,Transit,Kepler,14.8331000
Kepler-1243 b,Kepler-1243,1,1,0,Transit,Kepler,14.8331000
Kepler-1243 b,Kepler-1243,1,1,0,Transit,Kepler,14.8331000
Kepler-1243 b,Kepler-1243,1,1,0,Transit,Kepler,14.8331000
Kepler-1243 b,Kepler-1243,1,1,0,Transit,Kepler,14.8331000
Kepler-1243 b,Kepler-1243,1,1,0,Transit,Kepler,14.8331000
Kepler-1243 b,Kepler-1243,1,1,0,Transit,Kepler,14.8331000
Kepler-1243 b,Kepler-1243,1,1,0,Transit,Kepler,14.8331000
Kepler-1243 b,Kepler-1243,1,1,0,Transit,Kepler,14.8331000
Kepler-1243 b,Kepler-1243,1,1,0,Transit,Kepler,14.8331000
Kepler-1244 b,Kepler-1244,1,1,0,Transit,Kepler,12.3234000
Kepler-1244 b,Kepler-1244,1,1,0,Transit,Kepler,12.3234000
Kepler-1244 b,Kepler-1244,1,1,0,Transit,Kepler,12.3234000
Kepler-1244 b,Kepler-1244,1,1,0,Transit,Kepler,12.3234000
Kepler-1244 b,Kepler-1244,1,1,0,Transit,Kepler,12.3234000
Kepler-1244 b,Kepler-1244,1,1,0,Transit,Kepler,12.3234000
Kepler-1244 b,Kepler-1244,1,1,0,Transit,Kepler,12.3234000
Kepler-1244 b,Kepler-1244,1,1,0,Transit,Kepler,12.3234000
Kepler-1244 b,Kepler-1244,1,1,0,Transit,Kepler,12.3234000
Kepler-1245 b,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 b,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 b,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 b,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 b,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 b,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 b,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 b,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 b,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 c,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 c,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 c,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 c,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 c,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 c,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 c,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1245 c,Kepler-1245,1,2,0,Transit,Kepler,15.3721000
Kepler-1246 b,Kepler-1246,1,1,0,Transit,Kepler,15.0318000
Kepler-1246 b,Kepler-1246,1,1,0,Transit,Kepler,15.0318000
Kepler-1246 b,Kepler-1246,1,1,0,Transit,Kepler,15.0318000
Kepler-1246 b,Kepler-1246,1,1,0,Transit,Kepler,15.0318000
Kepler-1246 b,Kepler-1246,1,1,0,Transit,Kepler,15.0318000
Kepler-1246 b,Kepler-1246,1,1,0,Transit,Kepler,15.0318000
Kepler-1246 b,Kepler-1246,1,1,0,Transit,Kepler,15.0318000
Kepler-1246 b,Kepler-1246,1,1,0,Transit,Kepler,15.0318000
Kepler-1246 b,Kepler-1246,1,1,0,Transit,Kepler,15.0318000
Kepler-1247 b,Kepler-1247,1,1,0,Transit,Kepler,15.9013000
Kepler-1247 b,Kepler-1247,1,1,0,Transit,Kepler,15.9013000
Kepler-1247 b,Kepler-1247,1,1,0,Transit,Kepler,15.9013000
Kepler-1247 b,Kepler-1247,1,1,0,Transit,Kepler,15.9013000
Kepler-1247 b,Kepler-1247,1,1,0,Transit,Kepler,15.9013000
Kepler-1247 b,Kepler-1247,1,1,0,Transit,Kepler,15.9013000
Kepler-1247 b,Kepler-1247,1,1,0,Transit,Kepler,15.9013000
Kepler-1247 b,Kepler-1247,1,1,0,Transit,Kepler,15.9013000
Kepler-1247 b,Kepler-1247,1,1,0,Transit,Kepler,15.9013000
Kepler-1247 b,Kepler-1247,1,1,0,Transit,Kepler,15.9013000
Kepler-1248 b,Kepler-1248,1,1,0,Transit,Kepler,12.9248000
Kepler-1248 b,Kepler-1248,1,1,0,Transit,Kepler,12.9248000
Kepler-1248 b,Kepler-1248,1,1,0,Transit,Kepler,12.9248000
Kepler-1248 b,Kepler-1248,1,1,0,Transit,Kepler,12.9248000
Kepler-1248 b,Kepler-1248,1,1,0,Transit,Kepler,12.9248000
Kepler-1248 b,Kepler-1248,1,1,0,Transit,Kepler,12.9248000
Kepler-1248 b,Kepler-1248,1,1,0,Transit,Kepler,12.9248000
Kepler-1248 b,Kepler-1248,1,1,0,Transit,Kepler,12.9248000
Kepler-1249 b,Kepler-1249,1,1,0,Transit,Kepler,15.3518000
Kepler-1249 b,Kepler-1249,1,1,0,Transit,Kepler,15.3518000
Kepler-1249 b,Kepler-1249,1,1,0,Transit,Kepler,15.3518000
Kepler-1249 b,Kepler-1249,1,1,0,Transit,Kepler,15.3518000
Kepler-1249 b,Kepler-1249,1,1,0,Transit,Kepler,15.3518000
Kepler-1249 b,Kepler-1249,1,1,0,Transit,Kepler,15.3518000
Kepler-1249 b,Kepler-1249,1,1,0,Transit,Kepler,15.3518000
Kepler-1249 b,Kepler-1249,1,1,0,Transit,Kepler,15.3518000
Kepler-1249 b,Kepler-1249,1,1,0,Transit,Kepler,15.3518000
Kepler-1249 b,Kepler-1249,1,1,0,Transit,Kepler,15.3518000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 b,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 c,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 c,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 c,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 c,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 c,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 c,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 c,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 c,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 c,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 c,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 c,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 c,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-125 c,Kepler-125,1,2,0,Transit,Kepler,14.7675000
Kepler-1250 b,Kepler-1250,1,1,0,Transit,Kepler,15.5694000
Kepler-1250 b,Kepler-1250,1,1,0,Transit,Kepler,15.5694000
Kepler-1250 b,Kepler-1250,1,1,0,Transit,Kepler,15.5694000
Kepler-1250 b,Kepler-1250,1,1,0,Transit,Kepler,15.5694000
Kepler-1250 b,Kepler-1250,1,1,0,Transit,Kepler,15.5694000
Kepler-1250 b,Kepler-1250,1,1,0,Transit,Kepler,15.5694000
Kepler-1250 b,Kepler-1250,1,1,0,Transit,Kepler,15.5694000
Kepler-1250 b,Kepler-1250,1,1,0,Transit,Kepler,15.5694000
Kepler-1250 b,Kepler-1250,1,1,0,Transit,Kepler,15.5694000
Kepler-1251 b,Kepler-1251,1,1,0,Transit,Kepler,14.9391000
Kepler-1251 b,Kepler-1251,1,1,0,Transit,Kepler,14.9391000
Kepler-1251 b,Kepler-1251,1,1,0,Transit,Kepler,14.9391000
Kepler-1251 b,Kepler-1251,1,1,0,Transit,Kepler,14.9391000
Kepler-1251 b,Kepler-1251,1,1,0,Transit,Kepler,14.9391000
Kepler-1251 b,Kepler-1251,1,1,0,Transit,Kepler,14.9391000
Kepler-1251 b,Kepler-1251,1,1,0,Transit,Kepler,14.9391000
Kepler-1251 b,Kepler-1251,1,1,0,Transit,Kepler,14.9391000
Kepler-1251 b,Kepler-1251,1,1,0,Transit,Kepler,14.9391000
Kepler-1251 b,Kepler-1251,1,1,0,Transit,Kepler,14.9391000
Kepler-1252 b,Kepler-1252,1,1,0,Transit,Kepler,14.4946000
Kepler-1252 b,Kepler-1252,1,1,0,Transit,Kepler,14.4946000
Kepler-1252 b,Kepler-1252,1,1,0,Transit,Kepler,14.4946000
Kepler-1252 b,Kepler-1252,1,1,0,Transit,Kepler,14.4946000
Kepler-1252 b,Kepler-1252,1,1,0,Transit,Kepler,14.4946000
Kepler-1252 b,Kepler-1252,1,1,0,Transit,Kepler,14.4946000
Kepler-1252 b,Kepler-1252,1,1,0,Transit,Kepler,14.4946000
Kepler-1252 b,Kepler-1252,1,1,0,Transit,Kepler,14.4946000
Kepler-1252 b,Kepler-1252,1,1,0,Transit,Kepler,14.4946000
Kepler-1253 b,Kepler-1253,1,1,0,Transit,Kepler,12.4566000
Kepler-1253 b,Kepler-1253,1,1,0,Transit,Kepler,12.4566000
Kepler-1253 b,Kepler-1253,1,1,0,Transit,Kepler,12.4566000
Kepler-1253 b,Kepler-1253,1,1,0,Transit,Kepler,12.4566000
Kepler-1253 b,Kepler-1253,1,1,0,Transit,Kepler,12.4566000
Kepler-1253 b,Kepler-1253,1,1,0,Transit,Kepler,12.4566000
Kepler-1253 b,Kepler-1253,1,1,0,Transit,Kepler,12.4566000
Kepler-1253 b,Kepler-1253,1,1,0,Transit,Kepler,12.4566000
Kepler-1253 b,Kepler-1253,1,1,0,Transit,Kepler,12.4566000
Kepler-1253 b,Kepler-1253,1,1,0,Transit,Kepler,12.4566000
Kepler-1254 b,Kepler-1254,1,3,0,Transit,Kepler,15.3024000
Kepler-1254 b,Kepler-1254,1,3,0,Transit,Kepler,15.3024000
